name,prediction
model_antiviral3_2287_complex.13,0.8726645
model_antiviral3_3348_complex.10,0.8725149
model_antiviral3_388_complex.1,0.87246466
model_antiviral3_2919_complex.16,0.8724178
model_antiviral3_2613_complex.9,0.87239414
model_antiviral3_4317_complex.2,0.87235224
model_antiviral3_3214_complex.19,0.8722829
model_antiviral3_3856_complex.5,0.872217
model_antiviral3_2785_complex.13,0.8722123
model_antiviral3_2222_complex.20,0.8721532
model_antiviral3_2973_complex.8,0.87203336
model_antiviral3_2431_complex.19,0.8719772
model_antiviral3_873_complex.13,0.8717549
model_antiviral3_1341_complex.7,0.87172645
model_antiviral3_2951_complex.5,0.8716773
model_antiviral3_4180_complex.9,0.87163544
model_antiviral3_399_complex.6,0.87154007
model_antiviral3_2749_complex.6,0.87145805
model_antiviral3_3855_complex.17,0.8714402
model_antiviral3_2602_complex.17,0.871382
model_antiviral3_2696_complex.14,0.8713303
model_antiviral3_2571_complex.12,0.8712676
model_antiviral3_3439_complex.7,0.8712636
model_antiviral3_2032_complex.14,0.87096655
model_antiviral3_3968_complex.14,0.8708658
model_antiviral3_4303_complex.9,0.8708555
model_antiviral3_4245_complex.9,0.87082154
model_antiviral3_1606_complex.19,0.8707763
model_antiviral3_311_complex.6,0.8705627
model_antiviral3_2723_complex.17,0.8704457
model_antiviral3_2932_complex.9,0.87026286
model_antiviral3_3447_complex.13,0.87023604
model_antiviral3_1311_complex.10,0.8700672
model_antiviral3_1242_complex.13,0.8700149
model_antiviral3_3749_complex.4,0.86980414
model_antiviral3_2248_complex.6,0.8697349
model_antiviral3_1640_complex.7,0.8696866
model_antiviral3_180_complex.18,0.86955565
model_antiviral3_4104_complex.1,0.8694996
model_antiviral3_3395_complex.19,0.8693965
model_antiviral3_2498_complex.18,0.86920345
model_antiviral3_2160_complex.10,0.869065
model_antiviral3_4194_complex.13,0.8690382
model_antiviral3_1762_complex.6,0.86893636
model_antiviral3_3624_complex.17,0.86880773
model_antiviral3_4140_complex.6,0.8687279
model_antiviral3_4391_complex.5,0.86844057
model_antiviral3_1360_complex.4,0.8684124
model_antiviral3_297_complex.5,0.86840105
model_antiviral3_137_complex.13,0.8681688
model_antiviral3_2807_complex.14,0.8681578
model_antiviral3_272_complex.18,0.868137
model_antiviral3_2299_complex.6,0.8677657
model_antiviral3_2891_complex.20,0.86773646
model_antiviral3_651_complex.5,0.8676758
model_antiviral3_1040_complex.7,0.8676397
model_antiviral3_3447_complex.5,0.8676071
model_antiviral3_3858_complex.11,0.8675281
model_antiviral3_1045_complex.8,0.8674939
model_antiviral3_98_complex.4,0.8674789
model_antiviral3_4227_complex.5,0.86727166
model_antiviral3_2911_complex.5,0.8672411
model_antiviral3_4391_complex.12,0.86706054
model_antiviral3_2594_complex.16,0.86695284
model_antiviral3_3044_complex.8,0.8666938
model_antiviral3_4037_complex.19,0.86658895
model_antiviral3_2684_complex.10,0.86647886
model_antiviral3_3291_complex.2,0.86642784
model_antiviral3_2485_complex.4,0.8663882
model_antiviral3_4301_complex.1,0.8662495
model_antiviral3_1879_complex.13,0.8661989
model_antiviral3_2807_complex.8,0.86612314
model_antiviral3_2435_complex.12,0.8661167
model_antiviral3_4302_complex.6,0.8659997
model_antiviral3_3855_complex.3,0.86594766
model_antiviral3_284_complex.19,0.86578786
model_antiviral3_4292_complex.8,0.8656901
model_antiviral3_4419_complex.15,0.86567587
model_antiviral3_4313_complex.12,0.8654348
model_antiviral3_696_complex.12,0.865407
model_antiviral3_2820_complex.2,0.8653247
model_antiviral3_643_complex.15,0.8653159
model_antiviral3_3021_complex.16,0.8652385
model_antiviral3_3629_complex.6,0.86523616
model_antiviral3_2013_complex.16,0.8652307
model_antiviral3_4024_complex.20,0.86517847
model_antiviral3_23_complex.2,0.8651608
model_antiviral3_3858_complex.6,0.86515135
model_antiviral3_424_complex.3,0.8651062
model_antiviral3_1668_complex.14,0.8649728
model_antiviral3_4143_complex.13,0.86494863
model_antiviral3_257_complex.5,0.8647248
model_antiviral3_1079_complex.17,0.8647126
model_antiviral3_678_complex.5,0.8646919
model_antiviral3_2303_complex.12,0.86467046
model_antiviral3_4394_complex.14,0.864665
model_antiviral3_370_complex.17,0.86462915
model_antiviral3_4104_complex.20,0.86451674
model_antiviral3_1796_complex.15,0.8644866
model_antiviral3_4132_complex.16,0.8644752
model_antiviral3_156_complex.9,0.86440057
model_antiviral3_3621_complex.15,0.8643193
model_antiviral3_3277_complex.12,0.8642706
model_antiviral3_1830_complex.15,0.8642703
model_antiviral3_260_complex.19,0.86413
model_antiviral3_3003_complex.10,0.8640539
model_antiviral3_3861_complex.8,0.8639336
model_antiviral3_757_complex.11,0.8638973
model_antiviral3_3524_complex.13,0.86381274
model_antiviral3_1065_complex.1,0.86377037
model_antiviral3_422_complex.20,0.8637604
model_antiviral3_2724_complex.14,0.8636716
model_antiviral3_211_complex.4,0.8634305
