name,prediction,conf
model_antiviral2_543,0.8390042999999999,model_antiviral2_543_complex.8
model_antiviral2_4007,0.8388076999999999,model_antiviral2_4007_complex.5
model_antiviral2_4921,0.8382381999999999,model_antiviral2_4921_complex.8
model_antiviral2_169,0.8379779,model_antiviral2_169_complex.7
model_antiviral2_3558,0.83734465,model_antiviral2_3558_complex.4
model_antiviral2_530,0.836924,model_antiviral2_530_complex.5
model_antiviral2_337,0.83666605,model_antiviral2_337_complex.7
model_antiviral2_611,0.8366065999999999,model_antiviral2_611_complex.8
model_antiviral2_2319,0.83604634,model_antiviral2_2319_complex.6
model_antiviral2_3243,0.83598626,model_antiviral2_3243_complex.2
model_antiviral2_1858,0.83574533,model_antiviral2_1858_complex.4
model_antiviral2_2154,0.83549374,model_antiviral2_2154_complex.2
model_antiviral2_4585,0.8352956,model_antiviral2_4585_complex.1
model_antiviral2_4679,0.8344944999999999,model_antiviral2_4679_complex.3
model_antiviral2_4783,0.83418065,model_antiviral2_4783_complex.7
model_antiviral2_328,0.8341708000000001,model_antiviral2_328_complex.5
model_antiviral2_4092,0.8339530999999999,model_antiviral2_4092_complex.1
model_antiviral2_3543,0.8332985,model_antiviral2_3543_complex.3
model_antiviral2_4436,0.8330728000000001,model_antiviral2_4436_complex.8
model_antiviral2_989,0.8330218,model_antiviral2_989_complex.8
model_antiviral2_1591,0.8310379000000001,model_antiviral2_1591_complex.8
model_antiviral2_3028,0.8306278,model_antiviral2_3028_complex.9
model_antiviral2_4278,0.8301970999999999,model_antiviral2_4278_complex.1
model_antiviral2_1847,0.8301784,model_antiviral2_1847_complex.4
model_antiviral2_686,0.8291431999999999,model_antiviral2_686_complex.8
model_antiviral2_275,0.82885927,model_antiviral2_275_complex.8
model_antiviral2_4026,0.8284362,model_antiviral2_4026_complex.1
model_antiviral2_1512,0.828257,model_antiviral2_1512_complex.7
model_antiviral2_4109,0.82647896,model_antiviral2_4109_complex.6
model_antiviral2_1453,0.8263041999999999,model_antiviral2_1453_complex.3
model_antiviral2_1755,0.8261459999999999,model_antiviral2_1755_complex.1
model_antiviral2_665,0.8257859000000001,model_antiviral2_665_complex.8
model_antiviral2_4274,0.8253594000000001,model_antiviral2_4274_complex.3
model_antiviral2_1196,0.8250238000000001,model_antiviral2_1196_complex.6
model_antiviral2_2894,0.82481325,model_antiviral2_2894_complex.1
model_antiviral2_1464,0.8244652,model_antiviral2_1464_complex.2
model_antiviral2_4060,0.8240634,model_antiviral2_4060_complex.5
model_antiviral2_4151,0.82389057,model_antiviral2_4151_complex.7
model_antiviral2_1081,0.82385576,model_antiviral2_1081_complex.2
model_antiviral2_2146,0.8237711999999999,model_antiviral2_2146_complex.7
model_antiviral2_1614,0.8233825000000001,model_antiviral2_1614_complex.7
model_antiviral2_468,0.8228895,model_antiviral2_468_complex.7
model_antiviral2_3897,0.82250285,model_antiviral2_3897_complex.7
model_antiviral2_3056,0.82221425,model_antiviral2_3056_complex.7
model_antiviral2_1342,0.82157075,model_antiviral2_1342_complex.8
model_antiviral2_2286,0.82121164,model_antiviral2_2286_complex.5
model_antiviral2_1597,0.82101095,model_antiviral2_1597_complex.3
model_antiviral2_1386,0.8192161,model_antiviral2_1386_complex.4
model_antiviral2_3306,0.8186429000000001,model_antiviral2_3306_complex.2
model_antiviral2_4434,0.818603,model_antiviral2_4434_complex.7
model_antiviral2_888,0.81846756,model_antiviral2_888_complex.5
model_antiviral2_4352,0.8183322,model_antiviral2_4352_complex.7
model_antiviral2_4553,0.8177955,model_antiviral2_4553_complex.8
model_antiviral2_3052,0.8174961,model_antiviral2_3052_complex.4
model_antiviral2_1837,0.8171782,model_antiviral2_1837_complex.2
model_antiviral2_1220,0.8165643,model_antiviral2_1220_complex.7
model_antiviral2_4216,0.8163004,model_antiviral2_4216_complex.6
model_antiviral2_284,0.81567204,model_antiviral2_284_complex.8
model_antiviral2_1473,0.81561255,model_antiviral2_1473_complex.2
model_antiviral2_3256,0.815465,model_antiviral2_3256_complex.2
model_antiviral2_4160,0.8146488000000001,model_antiviral2_4160_complex.4
model_antiviral2_4934,0.8130923000000001,model_antiviral2_4934_complex.3
model_antiviral2_1216,0.8130515,model_antiviral2_1216_complex.6
model_antiviral2_2527,0.8130411999999999,model_antiviral2_2527_complex.6
model_antiviral2_2500,0.81296897,model_antiviral2_2500_complex.7
model_antiviral2_3302,0.8129175999999999,model_antiviral2_3302_complex.5
model_antiviral2_209,0.81265634,model_antiviral2_209_complex.8
model_antiviral2_2914,0.81262493,model_antiviral2_2914_complex.6
model_antiviral2_389,0.81231254,model_antiviral2_389_complex.6
model_antiviral2_3358,0.81223124,model_antiviral2_3358_complex.8
model_antiviral2_4435,0.8119997,model_antiviral2_4435_complex.7
model_antiviral2_2890,0.81194866,model_antiviral2_2890_complex.5
model_antiviral2_130,0.8114514,model_antiviral2_130_complex.3
model_antiviral2_153,0.81068087,model_antiviral2_153_complex.5
model_antiviral2_4446,0.81023425,model_antiviral2_4446_complex.8
model_antiviral2_3458,0.81004035,model_antiviral2_3458_complex.1
model_antiviral2_1942,0.81002176,model_antiviral2_1942_complex.9
model_antiviral2_1314,0.80983126,model_antiviral2_1314_complex.1
model_antiviral2_270,0.8097092,model_antiviral2_270_complex.2
model_antiviral2_3580,0.8096825,model_antiviral2_3580_complex.7
model_antiviral2_4992,0.8096751999999999,model_antiviral2_4992_complex.2
model_antiviral2_1859,0.809357,model_antiviral2_1859_complex.2
model_antiviral2_1098,0.80928093,model_antiviral2_1098_complex.5
model_antiviral2_4565,0.8091792,model_antiviral2_4565_complex.1
model_antiviral2_3345,0.80917865,model_antiviral2_3345_complex.4
model_antiviral2_4739,0.80882245,model_antiviral2_4739_complex.5
model_antiviral2_4198,0.8084682,model_antiviral2_4198_complex.8
model_antiviral2_4534,0.8083384,model_antiviral2_4534_complex.2
model_antiviral2_3411,0.80792654,model_antiviral2_3411_complex.4
model_antiviral2_4199,0.8076005999999999,model_antiviral2_4199_complex.4
model_antiviral2_2112,0.80727506,model_antiviral2_2112_complex.9
model_antiviral2_449,0.8061646,model_antiviral2_449_complex.3
model_antiviral2_3324,0.8060493000000001,model_antiviral2_3324_complex.9
model_antiviral2_4558,0.8060379,model_antiviral2_4558_complex.2
model_antiviral2_3945,0.8059105,model_antiviral2_3945_complex.7
model_antiviral2_1282,0.80559045,model_antiviral2_1282_complex.2
model_antiviral2_4849,0.80526376,model_antiviral2_4849_complex.4
model_antiviral2_2268,0.8047179,model_antiviral2_2268_complex.9
model_antiviral2_1902,0.8041093,model_antiviral2_1902_complex.1
model_antiviral2_4919,0.804013,model_antiviral2_4919_complex.5
model_antiviral2_3037,0.80387944,model_antiviral2_3037_complex.3
model_antiviral2_1768,0.8036386999999999,model_antiviral2_1768_complex.3
model_antiviral2_4333,0.80340725,model_antiviral2_4333_complex.7
model_antiviral2_2690,0.8034041999999999,model_antiviral2_2690_complex.3
model_antiviral2_3691,0.8032335999999999,model_antiviral2_3691_complex.6
model_antiviral2_1087,0.80321777,model_antiviral2_1087_complex.8
model_antiviral2_4697,0.803197,model_antiviral2_4697_complex.4
model_antiviral2_1648,0.80319,model_antiviral2_1648_complex.5
model_antiviral2_2315,0.801954,model_antiviral2_2315_complex.5
model_antiviral2_4668,0.8018451999999999,model_antiviral2_4668_complex.4
model_antiviral2_1365,0.8017925,model_antiviral2_1365_complex.9
model_antiviral2_3823,0.8017328,model_antiviral2_3823_complex.6
model_antiviral2_1818,0.80099535,model_antiviral2_1818_complex.7
model_antiviral2_1245,0.800856,model_antiviral2_1245_complex.3
model_antiviral2_2878,0.8008498000000001,model_antiviral2_2878_complex.2
model_antiviral2_4037,0.80076987,model_antiviral2_4037_complex.5
model_antiviral2_92,0.8006483,model_antiviral2_92_complex.7
model_antiviral2_3217,0.8002691,model_antiviral2_3217_complex.8
model_antiviral2_1462,0.80013305,model_antiviral2_1462_complex.7
model_antiviral2_252,0.80010384,model_antiviral2_252_complex.4
model_antiviral2_2468,0.7999769,model_antiviral2_2468_complex.8
model_antiviral2_3876,0.7999609000000001,model_antiviral2_3876_complex.7
model_antiviral2_2867,0.7999074,model_antiviral2_2867_complex.4
model_antiviral2_1401,0.7998596,model_antiviral2_1401_complex.9
model_antiviral2_2380,0.79976,model_antiviral2_2380_complex.9
model_antiviral2_3187,0.7993462,model_antiviral2_3187_complex.1
model_antiviral2_4583,0.79891026,model_antiviral2_4583_complex.8
model_antiviral2_4177,0.79879814,model_antiviral2_4177_complex.7
model_antiviral2_3932,0.7987953000000001,model_antiviral2_3932_complex.4
model_antiviral2_2607,0.7980609000000001,model_antiviral2_2607_complex.7
model_antiviral2_3536,0.7977319,model_antiviral2_3536_complex.7
model_antiviral2_3067,0.7975684000000001,model_antiviral2_3067_complex.6
model_antiviral2_1236,0.79729724,model_antiviral2_1236_complex.7
model_antiviral2_61,0.7972931,model_antiviral2_61_complex.7
model_antiviral2_3806,0.79715085,model_antiviral2_3806_complex.8
model_antiviral2_3477,0.79702044,model_antiviral2_3477_complex.5
model_antiviral2_4454,0.79616535,model_antiviral2_4454_complex.7
model_antiviral2_856,0.795998,model_antiviral2_856_complex.4
model_antiviral2_2907,0.7959656999999999,model_antiviral2_2907_complex.3
model_antiviral2_3504,0.79526544,model_antiviral2_3504_complex.4
model_antiviral2_124,0.7951312,model_antiviral2_124_complex.3
model_antiviral2_1230,0.79480404,model_antiviral2_1230_complex.9
model_antiviral2_3337,0.79468054,model_antiviral2_3337_complex.1
model_antiviral2_3870,0.79466486,model_antiviral2_3870_complex.6
model_antiviral2_2666,0.7942333,model_antiviral2_2666_complex.5
model_antiviral2_371,0.79406506,model_antiviral2_371_complex.4
model_antiviral2_796,0.79390484,model_antiviral2_796_complex.6
model_antiviral2_3015,0.79383874,model_antiviral2_3015_complex.3
model_antiviral2_2824,0.7934975999999999,model_antiviral2_2824_complex.9
model_antiviral2_2137,0.7932405,model_antiviral2_2137_complex.9
model_antiviral2_3835,0.79321986,model_antiviral2_3835_complex.3
model_antiviral2_1246,0.79307395,model_antiviral2_1246_complex.1
model_antiviral2_3391,0.79255754,model_antiviral2_3391_complex.1
model_antiviral2_1777,0.7924511,model_antiviral2_1777_complex.5
model_antiviral2_1379,0.79217535,model_antiviral2_1379_complex.4
model_antiviral2_4009,0.79212976,model_antiviral2_4009_complex.3
model_antiviral2_818,0.7919765999999999,model_antiviral2_818_complex.5
model_antiviral2_3677,0.7918936,model_antiviral2_3677_complex.1
model_antiviral2_72,0.791697,model_antiviral2_72_complex.7
model_antiviral2_3363,0.7913971,model_antiviral2_3363_complex.4
model_antiviral2_4626,0.7913941,model_antiviral2_4626_complex.4
model_antiviral2_188,0.79138446,model_antiviral2_188_complex.8
model_antiviral2_4955,0.7912956999999999,model_antiviral2_4955_complex.5
model_antiviral2_24,0.79104394,model_antiviral2_24_complex.9
model_antiviral2_1984,0.7909388,model_antiviral2_1984_complex.7
model_antiviral2_1131,0.790748,model_antiviral2_1131_complex.3
model_antiviral2_3714,0.7902372,model_antiviral2_3714_complex.1
model_antiviral2_4570,0.7899821,model_antiviral2_4570_complex.1
model_antiviral2_1210,0.7899177,model_antiviral2_1210_complex.5
model_antiviral2_564,0.7896801,model_antiviral2_564_complex.2
model_antiviral2_2970,0.7889451999999999,model_antiviral2_2970_complex.7
model_antiviral2_2013,0.78878486,model_antiviral2_2013_complex.1
model_antiviral2_4477,0.7886499,model_antiviral2_4477_complex.7
model_antiviral2_1201,0.7885088,model_antiviral2_1201_complex.4
model_antiviral2_2800,0.7884901999999999,model_antiviral2_2800_complex.5
model_antiviral2_1354,0.78838784,model_antiviral2_1354_complex.8
model_antiviral2_4281,0.788387,model_antiviral2_4281_complex.1
model_antiviral2_4773,0.788349,model_antiviral2_4773_complex.3
model_antiviral2_4057,0.7881341,model_antiviral2_4057_complex.7
model_antiviral2_4864,0.7873628,model_antiviral2_4864_complex.2
model_antiviral2_1848,0.7873614999999999,model_antiviral2_1848_complex.3
model_antiviral2_1844,0.78694886,model_antiviral2_1844_complex.4
model_antiviral2_2828,0.78680277,model_antiviral2_2828_complex.4
model_antiviral2_4561,0.78671974,model_antiviral2_4561_complex.8
model_antiviral2_4135,0.78667194,model_antiviral2_4135_complex.8
model_antiviral2_4937,0.7864219,model_antiviral2_4937_complex.8
model_antiviral2_3919,0.7861387,model_antiviral2_3919_complex.4
model_antiviral2_2358,0.7859353,model_antiviral2_2358_complex.8
model_antiviral2_1930,0.7858901999999999,model_antiviral2_1930_complex.7
model_antiviral2_2629,0.7852038,model_antiviral2_2629_complex.4
model_antiviral2_1642,0.78518325,model_antiviral2_1642_complex.8
model_antiviral2_2919,0.7850734,model_antiviral2_2919_complex.8
model_antiviral2_4847,0.78504026,model_antiviral2_4847_complex.6
model_antiviral2_3146,0.7847008000000001,model_antiviral2_3146_complex.9
model_antiviral2_1736,0.7845684,model_antiviral2_1736_complex.6
model_antiviral2_3654,0.78374225,model_antiviral2_3654_complex.8
model_antiviral2_2391,0.7835960999999999,model_antiviral2_2391_complex.4
model_antiviral2_3629,0.7835903000000001,model_antiviral2_3629_complex.5
model_antiviral2_1513,0.7834495,model_antiviral2_1513_complex.1
model_antiviral2_4318,0.7833384,model_antiviral2_4318_complex.4
model_antiviral2_4719,0.78287303,model_antiviral2_4719_complex.1
model_antiviral2_1495,0.7824159,model_antiviral2_1495_complex.9
model_antiviral2_4493,0.7823401999999999,model_antiviral2_4493_complex.7
model_antiviral2_1241,0.7819904999999999,model_antiviral2_1241_complex.7
model_antiviral2_2097,0.78194493,model_antiviral2_2097_complex.9
model_antiviral2_744,0.78193325,model_antiviral2_744_complex.5
model_antiviral2_1895,0.78171986,model_antiviral2_1895_complex.2
model_antiviral2_4822,0.78150856,model_antiviral2_4822_complex.3
model_antiviral2_662,0.7814715999999999,model_antiviral2_662_complex.4
model_antiviral2_1083,0.78132725,model_antiviral2_1083_complex.2
model_antiviral2_980,0.78067625,model_antiviral2_980_complex.6
model_antiviral2_3374,0.78062713,model_antiviral2_3374_complex.3
model_antiviral2_4554,0.7804824,model_antiviral2_4554_complex.1
model_antiviral2_2261,0.78042334,model_antiviral2_2261_complex.9
model_antiviral2_56,0.78040904,model_antiviral2_56_complex.6
model_antiviral2_1471,0.7803025,model_antiviral2_1471_complex.2
model_antiviral2_1076,0.78028154,model_antiviral2_1076_complex.7
model_antiviral2_3417,0.7801831,model_antiviral2_3417_complex.8
model_antiviral2_1535,0.77995634,model_antiviral2_1535_complex.5
model_antiviral2_807,0.7799001999999999,model_antiviral2_807_complex.8
model_antiviral2_2035,0.7798188,model_antiviral2_2035_complex.6
model_antiviral2_2300,0.7796297,model_antiviral2_2300_complex.3
model_antiviral2_3713,0.779469,model_antiviral2_3713_complex.7
model_antiviral2_3609,0.7792813000000001,model_antiviral2_3609_complex.2
model_antiviral2_1443,0.77925265,model_antiviral2_1443_complex.2
model_antiviral2_3224,0.7792045999999999,model_antiviral2_3224_complex.5
model_antiviral2_2872,0.77916557,model_antiviral2_2872_complex.9
model_antiviral2_4209,0.778629,model_antiviral2_4209_complex.5
model_antiviral2_3582,0.77844113,model_antiviral2_3582_complex.2
model_antiviral2_3837,0.7783727,model_antiviral2_3837_complex.4
model_antiviral2_3534,0.77829564,model_antiviral2_3534_complex.3
model_antiviral2_4221,0.77825844,model_antiviral2_4221_complex.7
model_antiviral2_1077,0.77797514,model_antiviral2_1077_complex.8
model_antiviral2_2232,0.7779003999999999,model_antiviral2_2232_complex.1
model_antiviral2_4728,0.77785784,model_antiviral2_4728_complex.7
model_antiviral2_3648,0.7773479,model_antiviral2_3648_complex.6
model_antiviral2_1065,0.7773316,model_antiviral2_1065_complex.2
model_antiviral2_3185,0.777204,model_antiviral2_3185_complex.3
model_antiviral2_1165,0.77658176,model_antiviral2_1165_complex.7
model_antiviral2_520,0.7765151,model_antiviral2_520_complex.7
model_antiviral2_2773,0.77643365,model_antiviral2_2773_complex.7
model_antiviral2_4635,0.7762722,model_antiviral2_4635_complex.1
model_antiviral2_2756,0.77612025,model_antiviral2_2756_complex.9
model_antiviral2_1055,0.7760991999999999,model_antiviral2_1055_complex.8
model_antiviral2_1034,0.7759552,model_antiviral2_1034_complex.3
model_antiviral2_4730,0.77584153,model_antiviral2_4730_complex.2
model_antiviral2_1035,0.7758411000000001,model_antiviral2_1035_complex.5
model_antiviral2_123,0.775504,model_antiviral2_123_complex.5
model_antiviral2_985,0.7749114,model_antiviral2_985_complex.8
model_antiviral2_1857,0.7748470999999999,model_antiviral2_1857_complex.9
model_antiviral2_239,0.77410394,model_antiviral2_239_complex.8
model_antiviral2_4131,0.77409875,model_antiviral2_4131_complex.2
model_antiviral2_2231,0.77402824,model_antiviral2_2231_complex.3
model_antiviral2_1867,0.7738598000000001,model_antiviral2_1867_complex.4
model_antiviral2_4036,0.773783,model_antiviral2_4036_complex.3
model_antiviral2_570,0.7737205,model_antiviral2_570_complex.1
model_antiviral2_4621,0.77334636,model_antiviral2_4621_complex.2
model_antiviral2_2153,0.77326816,model_antiviral2_2153_complex.5
model_antiviral2_873,0.77326816,model_antiviral2_873_complex.2
model_antiviral2_3068,0.7732053000000001,model_antiviral2_3068_complex.9
model_antiviral2_3266,0.77307075,model_antiviral2_3266_complex.6
model_antiviral2_598,0.77277696,model_antiviral2_598_complex.8
model_antiviral2_1243,0.7727736999999999,model_antiviral2_1243_complex.3
model_antiviral2_1567,0.7726444,model_antiviral2_1567_complex.7
model_antiviral2_4173,0.77254045,model_antiviral2_4173_complex.8
model_antiviral2_4208,0.77250546,model_antiviral2_4208_complex.7
model_antiviral2_2550,0.77218276,model_antiviral2_2550_complex.6
model_antiviral2_211,0.77198297,model_antiviral2_211_complex.5
model_antiviral2_2462,0.77195275,model_antiviral2_2462_complex.8
model_antiviral2_226,0.7714101999999999,model_antiviral2_226_complex.9
model_antiviral2_2109,0.7713194999999999,model_antiviral2_2109_complex.8
model_antiviral2_1330,0.771126,model_antiviral2_1330_complex.5
model_antiviral2_1977,0.77044433,model_antiviral2_1977_complex.2
model_antiviral2_2686,0.7702513000000001,model_antiviral2_2686_complex.4
model_antiviral2_2186,0.7702443,model_antiviral2_2186_complex.9
model_antiviral2_934,0.77013665,model_antiviral2_934_complex.7
model_antiviral2_4168,0.7698176999999999,model_antiviral2_4168_complex.3
model_antiviral2_3290,0.7697598000000001,model_antiviral2_3290_complex.6
model_antiviral2_2579,0.769356,model_antiviral2_2579_complex.1
model_antiviral2_3246,0.7691614,model_antiviral2_3246_complex.7
model_antiviral2_1202,0.7691571999999999,model_antiviral2_1202_complex.6
model_antiviral2_1550,0.7691223,model_antiviral2_1550_complex.3
