name,prediction,conf
model_antiviral_1616,0.750028,model_antiviral_1616_complex.20
model_antiviral_2885,0.7492448,model_antiviral_2885_complex.14
model_antiviral_2973,0.7488903,model_antiviral_2973_complex.9
model_antiviral_4552,0.7474433000000001,model_antiviral_4552_complex.6
model_antiviral_4084,0.747416,model_antiviral_4084_complex.12
model_antiviral_3755,0.74698323,model_antiviral_3755_complex.2
model_antiviral_3564,0.7465571,model_antiviral_3564_complex.5
model_antiviral_1080,0.7464482,model_antiviral_1080_complex.20
model_antiviral_1063,0.74636656,model_antiviral_1063_complex.19
model_antiviral_1143,0.7459269000000001,model_antiviral_1143_complex.1
model_antiviral_3907,0.74576735,model_antiviral_3907_complex.4
model_antiviral_4529,0.7454095000000001,model_antiviral_4529_complex.2
model_antiviral_2464,0.74517906,model_antiviral_2464_complex.17
model_antiviral_343,0.7448218000000001,model_antiviral_343_complex.14
model_antiviral_2500,0.744409,model_antiviral_2500_complex.19
model_antiviral_760,0.74426794,model_antiviral_760_complex.9
model_antiviral_1330,0.744116,model_antiviral_1330_complex.15
model_antiviral_3465,0.74322295,model_antiviral_3465_complex.15
model_antiviral_2955,0.74261826,model_antiviral_2955_complex.19
model_antiviral_4362,0.7424445,model_antiviral_4362_complex.17
model_antiviral_1197,0.74239504,model_antiviral_1197_complex.5
model_antiviral_4770,0.7421928000000001,model_antiviral_4770_complex.9
model_antiviral_423,0.7420089,model_antiviral_423_complex.16
model_antiviral_329,0.741541,model_antiviral_329_complex.5
model_antiviral_604,0.74146813,model_antiviral_604_complex.14
model_antiviral_2413,0.74075055,model_antiviral_2413_complex.6
model_antiviral_4142,0.7406232,model_antiviral_4142_complex.10
model_antiviral_702,0.74000496,model_antiviral_702_complex.17
model_antiviral_4043,0.739535,model_antiviral_4043_complex.15
model_antiviral_3347,0.7394708999999999,model_antiviral_3347_complex.4
model_antiviral_159,0.7391763000000001,model_antiviral_159_complex.4
model_antiviral_590,0.73886716,model_antiviral_590_complex.1
model_antiviral_2768,0.73763907,model_antiviral_2768_complex.2
model_antiviral_986,0.7371335,model_antiviral_986_complex.13
model_antiviral_2683,0.73653615,model_antiviral_2683_complex.14
model_antiviral_4741,0.7364486,model_antiviral_4741_complex.20
model_antiviral_1236,0.7360023,model_antiviral_1236_complex.9
model_antiviral_863,0.7359812,model_antiviral_863_complex.13
model_antiviral_4504,0.7345377,model_antiviral_4504_complex.20
model_antiviral_4462,0.7343493000000001,model_antiviral_4462_complex.18
model_antiviral_3165,0.73395276,model_antiviral_3165_complex.1
model_antiviral_277,0.73381084,model_antiviral_277_complex.12
model_antiviral_786,0.73292243,model_antiviral_786_complex.17
model_antiviral_4603,0.7324933000000001,model_antiviral_4603_complex.12
model_antiviral_2098,0.73237044,model_antiviral_2098_complex.18
model_antiviral_794,0.7321451,model_antiviral_794_complex.7
model_antiviral_1532,0.7320267,model_antiviral_1532_complex.9
model_antiviral_3181,0.73156244,model_antiviral_3181_complex.9
model_antiviral_4685,0.73151463,model_antiviral_4685_complex.17
model_antiviral_3594,0.73132974,model_antiviral_3594_complex.4
model_antiviral_4058,0.73131984,model_antiviral_4058_complex.9
model_antiviral_3752,0.7312083,model_antiviral_3752_complex.10
model_antiviral_4093,0.7311698,model_antiviral_4093_complex.9
model_antiviral_3070,0.7308165,model_antiviral_3070_complex.16
model_antiviral_1538,0.7299943,model_antiviral_1538_complex.17
model_antiviral_1680,0.72997266,model_antiviral_1680_complex.18
model_antiviral_1820,0.72991925,model_antiviral_1820_complex.18
model_antiviral_834,0.7291536999999999,model_antiviral_834_complex.13
model_antiviral_2615,0.7290525,model_antiviral_2615_complex.8
model_antiviral_768,0.7288066,model_antiviral_768_complex.12
model_antiviral_3814,0.728464,model_antiviral_3814_complex.16
model_antiviral_1714,0.7281983,model_antiviral_1714_complex.18
model_antiviral_3951,0.72781205,model_antiviral_3951_complex.9
model_antiviral_2636,0.72771156,model_antiviral_2636_complex.13
model_antiviral_2197,0.7269057,model_antiviral_2197_complex.6
model_antiviral_2541,0.72653943,model_antiviral_2541_complex.12
model_antiviral_643,0.7264834,model_antiviral_643_complex.12
model_antiviral_1156,0.7260936,model_antiviral_1156_complex.17
model_antiviral_4025,0.7255221,model_antiviral_4025_complex.7
model_antiviral_4335,0.7249818,model_antiviral_4335_complex.9
model_antiviral_4050,0.72469467,model_antiviral_4050_complex.17
model_antiviral_3287,0.7243423000000001,model_antiviral_3287_complex.14
model_antiviral_3065,0.72367454,model_antiviral_3065_complex.2
model_antiviral_4247,0.72323096,model_antiviral_4247_complex.15
model_antiviral_2430,0.7230989999999999,model_antiviral_2430_complex.3
model_antiviral_1889,0.72275615,model_antiviral_1889_complex.7
model_antiviral_384,0.7225951,model_antiviral_384_complex.19
model_antiviral_3758,0.7217644,model_antiviral_3758_complex.9
model_antiviral_4361,0.72166884,model_antiviral_4361_complex.20
model_antiviral_3723,0.7216344,model_antiviral_3723_complex.4
model_antiviral_11,0.72114646,model_antiviral_11_complex.3
model_antiviral_3007,0.7207648,model_antiviral_3007_complex.13
model_antiviral_3995,0.72020555,model_antiviral_3995_complex.18
model_antiviral_715,0.7201928000000001,model_antiviral_715_complex.8
model_antiviral_1496,0.7201886,model_antiviral_1496_complex.11
model_antiviral_3125,0.7201810000000001,model_antiviral_3125_complex.12
model_antiviral_3936,0.7192215000000001,model_antiviral_3936_complex.16
model_antiviral_1729,0.71897334,model_antiviral_1729_complex.14
model_antiviral_3683,0.7187129,model_antiviral_3683_complex.4
model_antiviral_2654,0.7178063,model_antiviral_2654_complex.1
model_antiviral_1710,0.71730584,model_antiviral_1710_complex.14
model_antiviral_1672,0.71703196,model_antiviral_1672_complex.8
model_antiviral_435,0.7164719,model_antiviral_435_complex.7
model_antiviral_659,0.71630573,model_antiviral_659_complex.1
model_antiviral_3315,0.7161852,model_antiviral_3315_complex.20
model_antiviral_2201,0.7161484,model_antiviral_2201_complex.11
model_antiviral_676,0.71570337,model_antiviral_676_complex.5
model_antiviral_974,0.7156471999999999,model_antiviral_974_complex.16
model_antiviral_259,0.7155651999999999,model_antiviral_259_complex.18
model_antiviral_4328,0.71549517,model_antiviral_4328_complex.20
model_antiviral_3830,0.7152742,model_antiviral_3830_complex.10
model_antiviral_1307,0.7152604,model_antiviral_1307_complex.6
model_antiviral_3678,0.71473575,model_antiviral_3678_complex.3
model_antiviral_1617,0.71471906,model_antiviral_1617_complex.4
model_antiviral_1897,0.7141995,model_antiviral_1897_complex.6
model_antiviral_3576,0.7139864,model_antiviral_3576_complex.6
model_antiviral_110,0.71390724,model_antiviral_110_complex.7
model_antiviral_480,0.7132335,model_antiviral_480_complex.14
model_antiviral_3245,0.71292526,model_antiviral_3245_complex.11
model_antiviral_3540,0.71195227,model_antiviral_3540_complex.6
model_antiviral_1045,0.7118934,model_antiviral_1045_complex.19
model_antiviral_2968,0.71189046,model_antiviral_2968_complex.17
model_antiviral_875,0.711716,model_antiviral_875_complex.12
model_antiviral_4032,0.7117041000000001,model_antiviral_4032_complex.12
model_antiviral_3426,0.71119285,model_antiviral_3426_complex.10
model_antiviral_3775,0.71084225,model_antiviral_3775_complex.20
model_antiviral_2754,0.7108313,model_antiviral_2754_complex.7
model_antiviral_1736,0.7105469,model_antiviral_1736_complex.7
model_antiviral_576,0.7105358,model_antiviral_576_complex.14
model_antiviral_3176,0.71034265,model_antiviral_3176_complex.14
model_antiviral_3298,0.70993006,model_antiviral_3298_complex.17
model_antiviral_3431,0.7098975000000001,model_antiviral_3431_complex.13
model_antiviral_4731,0.70916855,model_antiviral_4731_complex.13
model_antiviral_4391,0.70915145,model_antiviral_4391_complex.17
model_antiviral_1988,0.7087915,model_antiviral_1988_complex.20
model_antiviral_84,0.70859295,model_antiviral_84_complex.6
model_antiviral_451,0.7082255999999999,model_antiviral_451_complex.12
model_antiviral_4821,0.70798826,model_antiviral_4821_complex.8
model_antiviral_3232,0.70775086,model_antiviral_3232_complex.14
model_antiviral_2655,0.70774853,model_antiviral_2655_complex.17
model_antiviral_1772,0.70772386,model_antiviral_1772_complex.15
model_antiviral_948,0.70714176,model_antiviral_948_complex.3
model_antiviral_3240,0.7070873000000001,model_antiviral_3240_complex.17
model_antiviral_4843,0.706936,model_antiviral_4843_complex.19
model_antiviral_3168,0.7069340000000001,model_antiviral_3168_complex.18
model_antiviral_1595,0.70674276,model_antiviral_1595_complex.18
model_antiviral_321,0.70631266,model_antiviral_321_complex.14
model_antiviral_1556,0.70629036,model_antiviral_1556_complex.13
model_antiviral_3432,0.7060304000000001,model_antiviral_3432_complex.2
model_antiviral_4442,0.7058251999999999,model_antiviral_4442_complex.4
model_antiviral_3491,0.7056001999999999,model_antiviral_3491_complex.3
model_antiviral_3203,0.70549685,model_antiviral_3203_complex.2
model_antiviral_902,0.7048063,model_antiviral_902_complex.20
model_antiviral_3998,0.7048045999999999,model_antiviral_3998_complex.7
model_antiviral_4403,0.7042928,model_antiviral_4403_complex.2
model_antiviral_3421,0.70417225,model_antiviral_3421_complex.13
model_antiviral_4548,0.70409644,model_antiviral_4548_complex.20
model_antiviral_3588,0.7036081999999999,model_antiviral_3588_complex.4
model_antiviral_145,0.7032568,model_antiviral_145_complex.14
model_antiviral_1018,0.70317644,model_antiviral_1018_complex.16
model_antiviral_2912,0.7031475,model_antiviral_2912_complex.7
model_antiviral_3568,0.7028364,model_antiviral_3568_complex.9
model_antiviral_2190,0.70203763,model_antiviral_2190_complex.5
model_antiviral_312,0.7020301,model_antiviral_312_complex.19
model_antiviral_1947,0.70201236,model_antiviral_1947_complex.14
model_antiviral_1930,0.7017584,model_antiviral_1930_complex.10
model_antiviral_1091,0.70156026,model_antiviral_1091_complex.5
model_antiviral_8,0.70152783,model_antiviral_8_complex.8
model_antiviral_2596,0.70150363,model_antiviral_2596_complex.11
model_antiviral_3500,0.70149004,model_antiviral_3500_complex.14
model_antiviral_1573,0.70053416,model_antiviral_1573_complex.1
model_antiviral_3249,0.7004104999999999,model_antiviral_3249_complex.17
model_antiviral_1534,0.6995300999999999,model_antiviral_1534_complex.17
model_antiviral_3146,0.69952,model_antiviral_3146_complex.12
model_antiviral_581,0.6994835,model_antiviral_581_complex.3
model_antiviral_713,0.69944054,model_antiviral_713_complex.13
model_antiviral_4772,0.6993201,model_antiviral_4772_complex.18
model_antiviral_2072,0.69897425,model_antiviral_2072_complex.12
model_antiviral_1481,0.6988635999999999,model_antiviral_1481_complex.11
model_antiviral_4643,0.6986422,model_antiviral_4643_complex.9
model_antiviral_2727,0.69853115,model_antiviral_2727_complex.4
model_antiviral_1171,0.6984906999999999,model_antiviral_1171_complex.12
model_antiviral_4141,0.69841313,model_antiviral_4141_complex.9
model_antiviral_1580,0.6982891,model_antiviral_1580_complex.9
model_antiviral_2576,0.6982744000000001,model_antiviral_2576_complex.6
model_antiviral_261,0.6979897,model_antiviral_261_complex.4
model_antiviral_3140,0.6979545,model_antiviral_3140_complex.18
model_antiviral_2866,0.69785535,model_antiviral_2866_complex.20
model_antiviral_2677,0.69745827,model_antiviral_2677_complex.6
model_antiviral_3052,0.69693875,model_antiviral_3052_complex.15
model_antiviral_3687,0.69679636,model_antiviral_3687_complex.19
model_antiviral_4799,0.6964971,model_antiviral_4799_complex.8
model_antiviral_4271,0.69648325,model_antiviral_4271_complex.16
model_antiviral_4444,0.6963062,model_antiviral_4444_complex.2
model_antiviral_739,0.69607913,model_antiviral_739_complex.13
model_antiviral_4223,0.6960414,model_antiviral_4223_complex.7
model_antiviral_3504,0.6959361,model_antiviral_3504_complex.19
model_antiviral_2499,0.69564104,model_antiviral_2499_complex.20
model_antiviral_3067,0.69552124,model_antiviral_3067_complex.19
model_antiviral_1270,0.6955102,model_antiviral_1270_complex.6
model_antiviral_1696,0.6952828000000001,model_antiviral_1696_complex.11
model_antiviral_4562,0.69498575,model_antiviral_4562_complex.15
model_antiviral_1383,0.69487405,model_antiviral_1383_complex.17
model_antiviral_3980,0.69485176,model_antiviral_3980_complex.3
model_antiviral_3661,0.69449556,model_antiviral_3661_complex.4
model_antiviral_4313,0.69448996,model_antiviral_4313_complex.11
model_antiviral_314,0.694321,model_antiviral_314_complex.12
model_antiviral_3845,0.69428337,model_antiviral_3845_complex.8
model_antiviral_3913,0.6942086,model_antiviral_3913_complex.14
model_antiviral_2680,0.6934011,model_antiviral_2680_complex.19
model_antiviral_4448,0.69336337,model_antiviral_4448_complex.6
model_antiviral_1730,0.69321847,model_antiviral_1730_complex.15
model_antiviral_4719,0.6931665,model_antiviral_4719_complex.11
model_antiviral_3717,0.6926985999999999,model_antiviral_3717_complex.12
model_antiviral_3930,0.6922786,model_antiviral_3930_complex.12
model_antiviral_1812,0.6922674,model_antiviral_1812_complex.7
model_antiviral_1542,0.6922067,model_antiviral_1542_complex.19
model_antiviral_725,0.6920775,model_antiviral_725_complex.20
model_antiviral_687,0.6919819,model_antiviral_687_complex.14
model_antiviral_759,0.6918991,model_antiviral_759_complex.18
model_antiviral_1150,0.69188064,model_antiviral_1150_complex.10
model_antiviral_3807,0.69101757,model_antiviral_3807_complex.8
model_antiviral_4782,0.69083506,model_antiviral_4782_complex.7
model_antiviral_488,0.6906098,model_antiviral_488_complex.13
model_antiviral_3984,0.69060963,model_antiviral_3984_complex.16
model_antiviral_2381,0.6902969,model_antiviral_2381_complex.5
model_antiviral_2818,0.69021165,model_antiviral_2818_complex.2
model_antiviral_4838,0.69013345,model_antiviral_4838_complex.9
model_antiviral_2783,0.6900203,model_antiviral_2783_complex.3
model_antiviral_4289,0.6899985,model_antiviral_4289_complex.4
model_antiviral_4203,0.68999815,model_antiviral_4203_complex.20
model_antiviral_1248,0.68985397,model_antiviral_1248_complex.20
model_antiviral_207,0.6898414,model_antiviral_207_complex.20
model_antiviral_1022,0.689349,model_antiviral_1022_complex.11
model_antiviral_2147,0.68925846,model_antiviral_2147_complex.16
model_antiviral_3020,0.6890073,model_antiviral_3020_complex.20
model_antiviral_1408,0.68897915,model_antiviral_1408_complex.20
model_antiviral_3167,0.6889094,model_antiviral_3167_complex.17
model_antiviral_629,0.68888783,model_antiviral_629_complex.17
model_antiviral_1918,0.6888439000000001,model_antiviral_1918_complex.10
model_antiviral_537,0.6883106,model_antiviral_537_complex.3
model_antiviral_2595,0.68823236,model_antiviral_2595_complex.3
model_antiviral_2690,0.6880248000000001,model_antiviral_2690_complex.20
model_antiviral_2696,0.6878748,model_antiviral_2696_complex.10
model_antiviral_1857,0.6873278,model_antiviral_1857_complex.3
model_antiviral_1890,0.6865886,model_antiviral_1890_complex.13
model_antiviral_77,0.68655276,model_antiviral_77_complex.11
model_antiviral_3002,0.6864804,model_antiviral_3002_complex.20
model_antiviral_880,0.6861699,model_antiviral_880_complex.9
model_antiviral_587,0.6860839,model_antiviral_587_complex.20
model_antiviral_2385,0.68559384,model_antiviral_2385_complex.4
model_antiviral_3467,0.68489265,model_antiviral_3467_complex.18
model_antiviral_4299,0.68477315,model_antiviral_4299_complex.4
model_antiviral_4200,0.684666,model_antiviral_4200_complex.19
model_antiviral_4137,0.6842361,model_antiviral_4137_complex.4
model_antiviral_126,0.68391526,model_antiviral_126_complex.6
model_antiviral_191,0.68356013,model_antiviral_191_complex.7
model_antiviral_2716,0.6834886,model_antiviral_2716_complex.4
model_antiviral_4394,0.6834640999999999,model_antiviral_4394_complex.3
model_antiviral_66,0.68312263,model_antiviral_66_complex.20
model_antiviral_3018,0.6830071999999999,model_antiviral_3018_complex.10
model_antiviral_3855,0.68282485,model_antiviral_3855_complex.14
model_antiviral_4285,0.68257153,model_antiviral_4285_complex.4
model_antiviral_2800,0.68246764,model_antiviral_2800_complex.9
model_antiviral_4007,0.6823412,model_antiviral_4007_complex.16
model_antiviral_1658,0.68192565,model_antiviral_1658_complex.8
model_antiviral_4554,0.68185294,model_antiviral_4554_complex.3
model_antiviral_2937,0.68125296,model_antiviral_2937_complex.18
model_antiviral_3393,0.68124783,model_antiviral_3393_complex.5
model_antiviral_82,0.6811075,model_antiviral_82_complex.14
model_antiviral_4103,0.681063,model_antiviral_4103_complex.8
model_antiviral_3943,0.68087804,model_antiviral_3943_complex.2
model_antiviral_1844,0.6807354,model_antiviral_1844_complex.6
model_antiviral_4697,0.68007666,model_antiviral_4697_complex.8
model_antiviral_4485,0.67972976,model_antiviral_4485_complex.14
model_antiviral_3935,0.67968726,model_antiviral_3935_complex.20
model_antiviral_2069,0.6794597,model_antiviral_2069_complex.4
model_antiviral_1517,0.67912036,model_antiviral_1517_complex.5
model_antiviral_2150,0.6784569,model_antiviral_2150_complex.15
model_antiviral_1204,0.67825896,model_antiviral_1204_complex.16
model_antiviral_693,0.67816615,model_antiviral_693_complex.4
model_antiviral_3994,0.67804426,model_antiviral_3994_complex.16
model_antiviral_906,0.67769164,model_antiviral_906_complex.20
model_antiviral_4226,0.6776171,model_antiviral_4226_complex.20
model_antiviral_48,0.67747533,model_antiviral_48_complex.5
model_antiviral_969,0.67742586,model_antiviral_969_complex.10
model_antiviral_1864,0.67698145,model_antiviral_1864_complex.6
model_antiviral_2312,0.67676646,model_antiviral_2312_complex.12
model_antiviral_862,0.67675084,model_antiviral_862_complex.13
model_antiviral_2864,0.67626834,model_antiviral_2864_complex.5
model_antiviral_45,0.67626446,model_antiviral_45_complex.14
model_antiviral_4500,0.6762541,model_antiviral_4500_complex.17
model_antiviral_1136,0.67620856,model_antiviral_1136_complex.10
model_antiviral_308,0.67611766,model_antiviral_308_complex.7
model_antiviral_1082,0.6760975,model_antiviral_1082_complex.19
model_antiviral_3700,0.67596614,model_antiviral_3700_complex.12
model_antiviral_1678,0.67581034,model_antiviral_1678_complex.2
model_antiviral_1520,0.6756451,model_antiviral_1520_complex.14
model_antiviral_227,0.6755840999999999,model_antiviral_227_complex.2
model_antiviral_4176,0.6752906999999999,model_antiviral_4176_complex.18
model_antiviral_3550,0.6750493000000001,model_antiviral_3550_complex.1
model_antiviral_785,0.67465043,model_antiviral_785_complex.8
model_antiviral_175,0.67458683,model_antiviral_175_complex.10
model_antiviral_4130,0.67452097,model_antiviral_4130_complex.16
model_antiviral_3605,0.6741446,model_antiviral_3605_complex.5
model_antiviral_597,0.67400944,model_antiviral_597_complex.7
model_antiviral_3296,0.6733226,model_antiviral_3296_complex.19
model_antiviral_1516,0.67330724,model_antiviral_1516_complex.8
model_antiviral_1560,0.6732835,model_antiviral_1560_complex.17
model_antiviral_525,0.67319846,model_antiviral_525_complex.16
model_antiviral_2061,0.6728407,model_antiviral_2061_complex.17
model_antiviral_864,0.67235035,model_antiviral_864_complex.14
